25 20
#############
#t..........#    ########
#...s...s...######......#
#a............ö.........#
#...........######......#
#.....s.....#    #......#
#...........#    #......#
#N.........Q#    #......#
#####..######    ###..###
    #..#           #..#
    #..#           #..#
    #..#          ##..##
  ###..####      #......#
  #..@....#      #......#
  #Ö.....C#      #......#
  #.......#      #......#
  #Ü.....P#      #......#
  #..p....#      #......#
  #Ó.....L#      #......#
  #########       ######
